season,league_key,team_key,team_name,manager_nickname,transaction_id,timestamp,transaction_type,player_name,player_position,player_action,faab_bid
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,699,1124284421,drop,Mike MacDougal,RP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,696,1124130458,add/drop,Bengie Molina,C,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,696,1124130458,drop,Brandon Inge,"C,3B,OF",drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,692,1123942103,add/drop,Jose Valverde,RP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,692,1123942103,drop,Brady Clark,OF,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,691,1123941928,add/drop,Milton Bradley,OF,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,691,1123941928,drop,Nick Johnson,1B,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,690,1123941573,add/drop,Bradley Penny,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,690,1123941573,drop,Scott Elarton,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,685,1123853842,add/drop,Scott Elarton,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,685,1123853842,drop,Jorge Sosa,"SP,RP",drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,679,1123771078,add/drop,Jorge Sosa,"SP,RP",add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,679,1123771078,drop,Tom Glavine,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,673,1123683446,drop,Matt Lawton,OF,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,672,1123682197,add/drop,Tom Glavine,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,672,1123682197,drop,Bradley Penny,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,670,1123599098,add/drop,Bradley Penny,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,670,1123599098,drop,Scott Elarton,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,669,1123599058,add/drop,Kris Benson,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,669,1123599058,drop,Robinson Tejeda,"SP,RP",drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,663,1123510946,add/drop,Robinson Tejeda,"SP,RP",add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,663,1123510946,drop,Kip Wells,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,655,1123343711,add/drop,Kip Wells,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,655,1123343711,drop,Kris Benson,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,654,1123343352,add/drop,Scott Elarton,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,654,1123343352,drop,Bradley Penny,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,649,1123249472,drop,Kirk Saarloos,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,647,1123210514,add/drop,Kirk Saarloos,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,647,1123210514,drop,Brad Halsey,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,640,1123075074,add/drop,Brad Halsey,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,640,1123075074,drop,Wade Miller,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,635,1122995745,add/drop,Wade Miller,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,635,1122995745,drop,Aaron Rowand,OF,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,630,1122868396,add/drop,Matt Lawton,OF,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,630,1122868396,drop,Ryan Freel,"2B,3B,OF",drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,626,1122819430,add,Ryan Freel,"2B,3B,OF",add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,594,1122222821,add/drop,Chris Reitsma,RP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,594,1122222821,drop,Mike Hampton,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,593,1122200360,drop,Rafael Palmeiro,1B,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,561,1121865647,add/drop,Rafael Palmeiro,1B,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,561,1121865647,drop,Carlos Silva,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,525,1121090923,drop,Sean Casey,1B,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,519,1120918888,add/drop,Carlos Silva,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,519,1120918888,drop,Kyle Davies,"SP,RP",drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,516,1120828713,add/drop,Kyle Davies,"SP,RP",add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,516,1120828713,drop,Jorge Sosa,"SP,RP",drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,504,1120742242,add/drop,Jorge Sosa,"SP,RP",add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,504,1120742242,drop,Tom Glavine,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,494,1120617777,add,Tom Glavine,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,448,1119963133,add/drop,Travis Hafner,1B,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,448,1119963133,drop,Pete Walker,"SP,RP",drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,441,1119805585,add/drop,Pete Walker,"SP,RP",add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,441,1119805585,drop,CC Sabathia,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,434,1119719491,add/drop,CC Sabathia,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,434,1119719491,drop,Raul Ibanez,"1B,OF",drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,416,1119449567,drop,Eric Gagne,RP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,390,1119231303,add/drop,Raul Ibanez,"1B,OF",add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,390,1119231303,drop,Mike Maroth,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,388,1119230321,add/drop,Bradley Penny,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,388,1119230321,drop,Brandon Backe,"SP,RP",drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,383,1119149462,add/drop,Brandon Backe,"SP,RP",add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,383,1119149462,drop,Paul Byrd,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,379,1119106756,add/drop,Paul Byrd,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,379,1119106756,drop,John Lackey,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,378,1119106649,add/drop,Mike Maroth,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,378,1119106649,drop,Carlos Silva,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,366,1119018290,add/drop,John Lackey,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,366,1119018290,drop,Bradley Penny,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,364,1118943407,add/drop,Carlos Silva,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,364,1118943407,drop,Brandon Claussen,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,362,1118936758,add,Mike MacDougal,RP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,359,1118888789,add/drop,Brandon Claussen,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,359,1118888789,drop,Mike Cameron,OF,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,349,1118755413,add/drop,Bradley Penny,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,349,1118755413,drop,Jose Contreras,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,346,1118675107,add/drop,Sean Casey,1B,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,346,1118675107,drop,Lyle Overbay,1B,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,336,1118585561,add/drop,Jose Contreras,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,336,1118585561,drop,Tom Glavine,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,319,1118236246,add/drop,Tom Glavine,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,319,1118236246,drop,Victor Zambrano,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,317,1118154927,add/drop,Victor Zambrano,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,317,1118154927,drop,Paul Byrd,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,310,1118069664,add/drop,Paul Byrd,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,310,1118069664,drop,Wade Miller,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,309,1118069252,add,Wade Miller,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,300,1117792639,add/drop,Cliff Lee,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,300,1117792639,drop,Tyler Walker,RP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,293,1117706367,drop,John Lackey,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,289,1117660429,add/drop,Nick Johnson,1B,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,289,1117660429,drop,Sammy Sosa,OF,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,280,1117466672,drop,Tim Wakefield,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,279,1117466603,drop,Brandon Lyon,RP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,278,1117466603,drop,Luis Matos,OF,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,274,1117210922,add,John Lackey,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,245,1116861370,add/drop,Kris Benson,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,245,1116861370,drop,Robinson Canó,2B,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,244,1116860513,drop,Orlando Hernandez,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,226,1116597525,add,Tyler Walker,RP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,225,1116596850,drop,John Thomson,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,210,1116428036,add/drop,Aaron Rowand,OF,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,210,1116428036,drop,Larry Walker,OF,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,206,1116422589,add,Robinson Canó,2B,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,196,1116251486,drop,Travis Hafner,1B,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,175,1115904419,add,Larry Walker,OF,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,172,1115820784,add,Mike Cameron,OF,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,157,1115648228,add/drop,Orlando Hernandez,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,157,1115648228,drop,Jamie Moyer,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,150,1115306045,add/drop,Brady Clark,OF,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,150,1115306045,drop,Brian Giles,OF,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,125,1114696327,add/drop,Luis Matos,OF,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,125,1114696327,drop,Mike Mussina,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,114,1114439714,add/drop,Cliff Floyd,OF,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,114,1114439714,drop,Aaron Rowand,OF,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,113,1114437682,add/drop,Mike Hampton,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,113,1114437682,drop,Angel Berroa,SS,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,88,1113834805,add/drop,Tim Wakefield,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,88,1113834805,drop,Alex Sanchez,OF,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,80,1113586663,add/drop,Alex Sanchez,OF,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,80,1113586663,drop,Jeremy Affeldt,"SP,RP",drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,79,1113582749,add/drop,Jeremy Affeldt,"SP,RP",add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,79,1113582749,drop,Brian Lawrence,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,78,1113582060,add/drop,Jamie Moyer,SP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,78,1113582060,drop,Javier Vazquez,SP,drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,63,1113312804,add/drop,Brandon Lyon,RP,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,63,1113312804,drop,Jeremy Affeldt,"SP,RP",drop,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,36,1112547662,add,Jeremy Affeldt,"SP,RP",add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,19,1111508970,add/drop,Angel Berroa,SS,add,0
2005,113.l.199100,113.l.199100.t.1,Swing Batter,Scott,19,1111508970,drop,Trot Nixon,OF,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,844,1127835117,add/drop,Mark Mulder,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,844,1127835117,drop,A.J. Burnett,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,840,1127752581,add/drop,Javy Lopez,C,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,840,1127752581,drop,Javier Valentin,C,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,831,1127578090,add/drop,Jon Garland,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,831,1127578090,drop,Joe Blanton,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,823,1127398779,add/drop,Joe Blanton,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,823,1127398779,drop,Jeremy Bonderman,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,814,1127142943,add/drop,Jon Lieber,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,814,1127142943,drop,Oliver Pérez,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,810,1127070224,add/drop,Jeremy Bonderman,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,810,1127070224,drop,Matt Clement,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,809,1127070146,add/drop,Bartolo Colón,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,809,1127070146,drop,John Thomson,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,808,1127024027,add/drop,Oliver Pérez,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,808,1127024027,drop,Magglio Ordonez,OF,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,807,1126984020,add/drop,Javier Valentin,C,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,807,1126984020,drop,Ramon Castro,C,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,804,1126977955,add/drop,John Thomson,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,804,1126977955,drop,Félix Hernández,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,803,1126977870,add/drop,Matt Clement,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,803,1126977870,drop,Ervin Santana,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,800,1126883502,add/drop,Ervin Santana,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,800,1126883502,drop,Jon Lieber,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,795,1126797540,add/drop,Jon Lieber,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,795,1126797540,drop,Jason Vargas,"SP,RP",drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,794,1126709646,add/drop,Jason Vargas,"SP,RP",add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,794,1126709646,drop,Kris Benson,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,792,1126666264,add/drop,Kris Benson,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,792,1126666264,drop,Rich Harden,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,791,1126666082,add/drop,Magglio Ordonez,OF,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,791,1126666082,drop,Nomar Garciaparra,"3B,SS",drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,787,1126578547,add/drop,Nomar Garciaparra,"3B,SS",add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,787,1126578547,drop,Jeremy Bonderman,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,784,1126522511,add/drop,Jim Edmonds,OF,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,784,1126522511,drop,Jonny Gomes,OF,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,768,1126030794,add/drop,Jonny Gomes,OF,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,768,1126030794,drop,Jermaine Dye,OF,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,763,1125870452,add/drop,Jermaine Dye,OF,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,763,1125870452,drop,Jonny Gomes,OF,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,742,1125265077,add/drop,Ramon Castro,C,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,742,1125265077,drop,Michael Barrett,C,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,740,1125206344,add/drop,Jonny Gomes,OF,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,740,1125206344,drop,Austin Kearns,OF,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,738,1125073203,add/drop,Austin Kearns,OF,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,738,1125073203,drop,Magglio Ordonez,OF,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,737,1125066083,add/drop,Michael Barrett,C,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,737,1125066083,drop,Ryan Doumit,C,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,704,1124335697,add/drop,Ryan Doumit,C,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,704,1124335697,drop,Mike Piazza,"C,1B",drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,703,1124335635,drop,Matt Clement,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,683,1123815621,add/drop,Matt Clement,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,683,1123815621,drop,Jeff Francoeur,OF,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,676,1123691463,add/drop,Félix Hernández,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,676,1123691463,drop,Milton Bradley,OF,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,675,1123691432,drop,Nomar Garciaparra,"3B,SS",drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,653,1123263860,add/drop,Jeff Francoeur,OF,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,653,1123263860,drop,Jeff Weaver,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,645,1123186639,add,Jeff Weaver,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,644,1123186571,add/drop,Nomar Garciaparra,"3B,SS",add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,644,1123186571,drop,Matt Clement,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,567,1121939783,add/drop,Matt Clement,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,567,1121939783,drop,Kyle Farnsworth,RP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,539,1121622971,add/drop,Kyle Farnsworth,RP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,539,1121622971,drop,Kip Wells,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,538,1121572864,add/drop,Kip Wells,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,538,1121572864,drop,Bill Hall,"2B,3B,SS",drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,533,1121458047,add/drop,Bill Hall,"2B,3B,SS",add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,533,1121458047,drop,Jermaine Dye,OF,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,514,1120793704,add/drop,Magglio Ordonez,OF,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,514,1120793704,drop,Robinson Tejeda,"SP,RP",drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,505,1120744978,add/drop,Robinson Tejeda,"SP,RP",add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,505,1120744978,drop,Woody Williams,SP,drop,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,496,1120660253,add/drop,Woody Williams,SP,add,0
2005,113.l.199100,113.l.199100.t.2,Easy E's Juice,--hidden--,496,1120660253,drop,Joe Blanton,SP,drop,0
